name,manufacturer,location,short_description,class,sys_updated_on,asset,tag,assigned,assigned_to,attested,can_print,category,assignment_group,company,cost,cost_center,cost_cc,sys_created_on,sys_created_by,dns_domain,department,discovery_source,sys_domain,sys_domain_path,fault_count,first_discovered,install_status,install_date,invoice_number,model_id,model_number,monitor,last_discovered,operational_status,po_number,product_instance_id,purchase_date,unverified,serial_number,skip_sync,subcategory,sys_class_path,sys_updated_by,sys_mod_count,vendor,warranty_expiration
HPSystemDiagnostics,,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:05:32,dianek,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
HTML Executable Viewer,,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:06:43,dmiller,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Huffyuv AVI lossless video codec,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:23:04,olga,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
HumanConcepts OrgPlus 5,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:53:27,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,10,,
HumanConcepts OrgViewer 5,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:45,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,9,,
IBM 32-bit Runtime Environment for Java 2,IBM,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:28:53,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
IBM 32-bit Runtime Environment for Java 2,IBM,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-04-17 13:55:21,employee,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
IBM Access Connections,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:27,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
IBM Access Connections,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:30:17,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
IBM Active Protection System,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:41,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM DLA,IBM,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:26,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
IBM fingerprint software 4.5.3,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:40,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM fingerprint software 4.5.5,UPEK,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-04-17 13:55:53,employee,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
IBM Integrated 56K Modem,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:43,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM RecordNow!,IBM,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:56,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
IBM Rescue and Recovery with Rapid Restore,IBM,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:26,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
IBM Rescue and Recovery with Rapid Restore,IBM,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:30:17,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
IBM Rescue and Recovery with Rapid Restore,IBM,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-04-17 13:55:27,employee,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
IBM Themes,IBM,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:41,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
"IBM ThinkPad Battery MaxiMiser and Power Management Features
		",,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:46,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM ThinkPad Configuration,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:47,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM ThinkPad EasyEject Utility,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:43,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM ThinkPad Keyboard Customizer Utility,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:27,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM ThinkPad Power Management Driver,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:46,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM ThinkPad Presentation Director,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:46,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM ThinkPad UltraNav Driver,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:47,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM ThinkPad UltraNav Wizard,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:55,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM ThinkVantage Technologies Welcome Message,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:26,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
IBM TrackPoint Accessibility Features,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:57,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IBM Update Connector,IBM,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:55,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
"IBM Wireless LAN Adapters Software (11a/b, 11b/g, 11a/b/g)
		",,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:31:27,david.loo,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
IBM-D2432C79222,Toshiba,"153 South Sierra Avenue, Solana Beach,CA",,Computer,2024-05-16 12:37:55,P1000153 - Toshiba Portege R835-P81,P1000153,2023-03-25 0:00:00,David Loo,FALSE,FALSE,Do not migrate to asset,,ACME North America,749.99,Engineering,USD,2006-02-07 14:28:52,david.loo,,Development,,global,/,,,,2023-02-08 23:00:00,,Toshiba Portege R835-P81,,FALSE,,,,,,FALSE,99HB908,FALSE,,/!!/!2/!(,system,16,Toshiba,
IBM-T42-DLG,Sony,"13308 Midland Road, Poway,CA",,Computer,2024-05-16 12:41:06,P1000046 - Sony VAIO F Series,P1000046,2023-11-15 23:00:00,Don Goodliffe,FALSE,FALSE,Do not migrate to asset,,ACME North America,924.99,Engineering,USD,2006-02-07 14:26:43,don.goodliffe,,Development,,global,/,,,,2023-07-15 1:00:00,,Sony VAIO F Series,,FALSE,,,,,,FALSE,L3CD257,FALSE,,/!!/!2/!(,system,16,Sony,
ICA Client,Citrix Systems,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:28,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,12,,
ICA Remote,Citrix Systems,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:33,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
IconMaker 2002 Deluxe Demo,,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:34:43,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
iDisk Utility for Windows,Apple,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:34:46,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Illustrator,Adobe Systems,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:15:03,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Image Converter 2,,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:07:14,dkim,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Image Editor,Borland,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:44,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
ImageMate 8 in 1 Read/Writer (SDDR-88),,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:24:55,Becky,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
ImageMixer VCD2,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:25:14,olga,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
ImageReady,Adobe Systems,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:33,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
Imaging,Kodak,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:25,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,30,,
InCD,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:23:04,olga,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
InDesign,Adobe Systems,,,Software,2024-05-16 12:43:25,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:23,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,18,,
Infuzer,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:22:50,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Inno Setup Uninstaller,Jordan Russell,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:24,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,48,,
INSIGHT-NY-03,Dell Inc.,"5052 Clairemont Drive, San Diego,CA",,Server,2024-05-16 12:38:20,P1000201 - Dell Inc. PowerEdge M710HD Blade Server,P1000201,2023-06-30 1:00:00,,FALSE,FALSE,Do not migrate to asset,,ACME Corporation,"2,160",,USD,2007-11-09 20:56:57,glide.maint,,,,global,/,0,,Installed,2023-05-27 1:00:00,,Dell Inc. PowerEdge M710HD Blade Server,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!2/!(/!!,system,19,Dell Inc.,
InstallDriver,InstallShield Software,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:24,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,37,,
InstallShield,InstallShield Software,,,Software,2024-05-16 12:43:25,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:23,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,71,,
InstallShield Update Service,InstallShield Software,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:15:03,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
InstantShare,Hewlett-Packard,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:35:26,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
InstantShare,Hewlett-Packard,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:57:24,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
InstantShare,Hewlett-Packard,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:05:34,dianek,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
InstrumentationService,Dell Inc.,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:12:51,arhd,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,8,,
Intel (R) Pro Alerting Agent,Intel,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:25:39,JSammuli,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,8,,
Intel Application Accelerator,,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:00:27,BEVERLYS,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
Intel(R) 537EP V9x DF PCI Modem,,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:58:52,BEVERLYS,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Intel(R) Extreme Graphics 2 Driver,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:25:39,JSammuli,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
Intel(R) Extreme Graphics Driver,,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:59:06,ashafer,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
Intel(R) Graphics Media Accelerator Driver,,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:58:39,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
Intel(R) Graphics Media Accelerator Driver,,,,Software,2024-05-16 12:43:35,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:24:00,dtemple,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Intel(R) Graphics Media Accelerator Driver for Mobile,,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:07:14,dkim,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Intel(R) LAN Adapters SNMP Agent,Intel,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:12:52,arhd,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,8,,
Intel(R) PRO Ethernet Adapter and Software,,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:58:48,ashafer,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,15,,
Intel(R) PRO Network Adapters and Drivers,,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:47,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,18,,
Intel(R) PRO Network Connections Drivers,,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:07:12,dkim,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Intel(R) PROSet,Intel,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:20:02,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,9,,
Intel(R) PROSet for Wired Connections,Intel,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:27,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Intel(R) PROSet for Wired Connections,Dell Inc.,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:57:24,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
Intel(R) PROSet II,Intel,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:59:05,ashafer,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Intel(R) PROSet II,Intel,,,Software,2024-05-16 12:43:31,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:04:10,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
Intel(R) PROSet II,,,,Software,2024-05-16 12:43:33,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:14:24,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Intel(R) PROSet/Wireless Software,Intel,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:26:47,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,8,,
Intellisync,Puma,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:24,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
Intellisync Desktop,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:20:01,klintk,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Intellisync for Quicken,,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:56:16,CHARLIEN,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
"Intel® Pro Alerting Agent, Version 3.0.0",Intel,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:59:06,ashafer,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
Intel® PRO Network Adapters WMI Provider (2.0),,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:59:05,ashafer,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,7,,
Internet Explorer,Microsoft,,,Software,2024-05-16 12:43:25,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:22,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,52,,
Internet Explorer Default Page,Dell Inc.,,,Software,2024-05-16 12:43:29,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:57:24,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,10,,
Internet Explorer Q832894,,,,Software,2024-05-16 12:43:34,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:20:56,Wwebb,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
Internet Explorer Q903235,Microsoft,,,Software,2024-05-16 12:43:30,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:59:59,system,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,14,,
Internet Registration Wizard,Concentric Network,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:57,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Internet Worm Protection,Symantec,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:05,abenesch,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
Internet Worm Protection,Symantec,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-04-17 13:55:27,employee,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
InterVideo WinDVD,InterVideo,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:56,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
InterVideo WinDVD,InterVideo,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:35:54,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,6,,
InterVideo WinDVD,InterVideo,,,Software,2024-05-16 12:43:36,,,,,FALSE,FALSE,,,,,,,2006-04-17 13:55:28,employee,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,5,,
InterVideo WinDVD 5 for VAIO,InterVideo,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:52:32,abenesch,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
InterVideo WinDVD Creator,InterVideo,,,Software,2024-05-16 12:43:27,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:27:27,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
InterVideo WinDVD Creator 2,InterVideo,,,Software,2024-05-16 12:43:28,,,,,FALSE,FALSE,,,,,,,2006-02-07 14:34:58,don.goodliffe,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
InterVideo WinDVD for VAIO,InterVideo,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:07:14,dkim,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
InterVideo WinDVDX,InterVideo,,,Software,2024-05-16 12:43:32,,,,,FALSE,FALSE,,,,,,,2006-02-07 15:07:13,dkim,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,3,,
IP Subnet Calculator,Webroot,,,Software,2024-05-16 12:43:26,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:37,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,4,,
IP-Router-1,,,,IP Router,2016-01-06 10:52:24,,,,,FALSE,FALSE,Resource,,,,,USD,2016-01-06 9:13:06,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,IP,/!!/!2/!!/!.,glide.maint,2,,
IP-Router-2,,,,IP Router,2016-01-06 10:52:33,,,,,FALSE,FALSE,Resource,,,,,USD,2016-01-06 9:14:32,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,IP,/!!/!2/!!/!.,glide.maint,1,,
IP-Router-3,,,,IP Router,2016-01-06 10:52:38,,,,,FALSE,FALSE,Resource,,,,,USD,2016-01-06 9:16:19,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,IP,/!!/!2/!!/!.,glide.maint,1,,
IP-Storage-Sw-1,,,,Storage Switch,2016-01-06 10:53:36,,,,,FALSE,FALSE,,,,,,USD,2016-01-06 9:18:05,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,/!!/!2/!(/!5,glide.maint,1,,
IP-Switch-1,,,,IP Switch,2016-01-06 10:53:13,,,,,FALSE,FALSE,Resource,,,,,USD,2016-01-06 9:16:52,glide.maint,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,IP,"/!!/!2/!!/!,",glide.maint,1,,
iPhoto Express,Learn2.Com,,,Software,2024-05-16 12:43:25,,,,,FALSE,FALSE,,,,,,,2005-05-23 18:14:23,guest,,,,global,/,0,,Installed,,,,,FALSE,,Operational,,,,FALSE,,FALSE,,"/!!/#,",system,12,,
